location,address,price,title,facilities,description_text,ad_url,id,num,fellesgjeld,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,etasje,byggear,energimerking,tomt,bruttoareal,boligselgerforsikring,formuesverdi,rom,tomteareal,fellesformue,festeavgift,kommunale_avg,renovert_ar,sikringsordning,grunnflate,solgtpris,utleiedel,new_building
Ullern/Lysejordet,"Møllefaret 26D, 0750 Oslo",6300000,Gjennomgående og romslig 3-roms topp- og endeleilighet. 2 terrasser. Garasjeplass. Meget barnevennlig. Moderniserinsbeho,"Balkong/Terrasse, Barnevennlig, Garasje/P-plass, Ingen, gjenboere, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng, Lademulighet"," Tir. 9. mars 12:00 - 13:00 + Legg til i kalender Ons. 10. mars 16:30 - 17:30 + Legg til i kalender For å ivareta smittevern ber vi om påmelding til visning hhv. innen mandag 8. mars kl 16.00 og tirsdag 9. mars kl. 16.00. Kontakt megler på telefon eller via linken VISNINGSPÅMELDING for å avtale tidspunkt for visning i god tid før oppsatt tid. Det vil ikke bli avholdt visning uten påmelding. Les salgsoppgaven digitalt før visning. Visningspåmelding Velkommen til Møllefaret 26 D! Dette er en gjennomgående og romslig 3-roms med særdeles god intern beliggenhet helt på enden. Leiligheten byr på to gode soverom, med god plass til seng og oppbevaring. Videre har leiligheten en sørvendt terrasse på. ca. 14 kvm. med utgang fra stue samt en nordvendt balkong på ca. 7 kvm. med utgang fra kjøkkenet. Garasjeplass i lukket garasjeanlegg. I tillegg er det matbutikk i kort gangavstand, og buss. - Romslig og luftig- Ikke dokumentavgift- Gjennomgående- Garasjeplass- To uteplasser- Topp- og endeleilighet- Opprinnelig byggemeldt med 4 soveromVelkommen på visning! Tir. 9. mars 12:00 - 13:00 + Legg til i kalender Ons. 10. mars 16:30 - 17:30 + Legg til i kalender For å ivareta smittevern ber vi om påmelding til visning hhv. innen mandag 8. mars kl 16.00 og tirsdag 9. mars kl. 16.00. Kontakt megler på telefon eller via linken VISNINGSPÅMELDING for å avtale tidspunkt for visning i god tid før oppsatt tid. Det vil ikke bli avholdt visning uten påmelding. Les salgsoppgaven digitalt før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209982021,209982021,NA,57366,8626,6365992,4642,Leilighet,Andel,2,100,104,2,1980,E-rød,NA,116,NA,1681464,3,10896,45065,NA,NA,NA,NA,NA,NA,NA,FALSE
Åsbråten / Holmlia,"Grensestien 4A, 1251 Oslo",3400000,"ENORMT POTENSIALE! 4-roms oppussingsobjekt med garasjep. Solrikt, barnevennlig område, nær skole, barnehage og off.komm.","Balkong/Terrasse, Ingen, gjenboere, Rolig, Kabel-TV, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Utsikt, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Tor. 11. mars 1730 - 1830 + Legg til i kalender Søn. 14. mars 1600 - 1700 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velkommen til Grensestien 4A - Stor bolig, med 2 bad, 3 soverom, 3 uteplasser, vaskerom og stor stue/kjøkken som har behov for modernisering og oppussing.Stort potensialeVakkert uteområdeNærhet til butikkerFine turområderGarasjeplassBoligen ligger fint til i høyden slik at man får en fin utsikt og lite innsyn. Området passer utmerket for barnefamilier, da det er lite trafikk og boligen har tre store uteplasser. Tor. 11. mars 1730 - 1830 + Legg til i kalender Søn. 14. mars 1600 - 1700 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210028755,210028755,NA,44510,15510,3460020,5853,Leilighet,Andel,3,97,97,1,1983,NA,NA,117,NA,1050811,4,41250,34556,NA,NA,NA,NA,NA,NA,NA,FALSE
Sentrum/Sankthanshaugen,"Wessels gate 9a, 0165 Oslo",8000000,Leilighet med balkong og to ildsteder vurderes solgt,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Parkett, Peis/Ildsted, Rolig, Sentralt"," Ta kontakt for å avtale visning Beliggenhet Eiendommen er sentralt beliggende med kort vei til Nationaltheatret og Karl Johan. Gode buss-og trikkeforbindelser. Beskrivelse Leilighet har et oppgraderingsbehov, men kjøkken er fra 2020 (tegnet av Intro design). Adkomst Beboerparkering på utsiden Vesentlige opplysninger Leiligheten er for tiden utleid. Ta kontakt ved interesse. Du må være logget inn for å se profilen Logg inn Send melding Ta kontakt for å avtale visning",https://www.finn.no/realestate/homes/ad.html?finnkode=209477099,209477099,NA,609328,12000,8621328,10253,Leilighet,Andel,3,100,103,2,1890,NA,NA,NA,NA,1426205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Ullern,"Hartmanns vei 32C, 0284 Oslo",13900000,"Familieidyll i stor solrik tomannsbolig med garasje, hage, tre soverom, to stuer og utleiedel* i kjeller - Velkommen","Balkong/Terrasse, Peis/Ildsted, Barnevennlig, Rolig, Sentralt, Garasje/P-plass, Turterreng, Utsikt"," Søn. 14. mars 1400 - 1500 + Legg til i kalender Man. 15. mars 1800 - 1900 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Familieidyll til salgs i et fredelig, solrikt og meget attraktivt og barnevennlig område.-Sentral beliggenhet på Lilleaker/Bjørnsletta med 5 min å gå til T-banen, 12 min til sentrum.-Solrik og skjermet takterrasse-Stor dobbeltgarasje og biloppstilling på gårdsplass-Kjelleretasje med egen inngang (utleie som del av egen bolig).-Flott hage og terrasse hvor barna kan leke trygt og fritt.-Kort vei til turstier langs med Lysakerelven, Ullernbanen, sjøen og marka-Perfekt bolig for enhver aktiv barnefamilie hvor beliggenhet og skole er viktig.VELKOMMEN Søn. 14. mars 1400 - 1500 + Legg til i kalender Man. 15. mars 1800 - 1900 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=210024784,210024784,NA,NA,363142,14263142,NA,Tomannsbolig,Eier(Selveier),3,168,173,NA,2013,B-oransje,NA,185,Ja,2932374,NA,760,NA,NA,13185,NA,NA,NA,NA,NA,FALSE
BESTE GRÜNERLØKKA;,"Steenstrups gate 14, 0554 Oslo",4400000,"Flott, romslig og sjarmerende 3-roms - God takhøyde - Nyslipt gulv i 2020 - Fantastisk bakgård m/grendehus","Takterrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt"," Tor. 11. mars 17:00 - 18:00 + Legg til i kalender Søn. 14. mars 11:30 - 12:30 + Legg til i kalender Visningspåmelding Silje fra Nordvik Grünerløkka har gleden av å presentere Steenstrups gate 14: En flott og klassisk 3-roms andelsleilighet på beste Løkka! Leiligheten har en rolig og tilbaketrukket beliggenhet på øvre Grünerløkka. Leiligheten har nettopp fått et ansiktsløft med nymalte vegger og nyslipt gulv. En god og gjennomgående planløsning sørger for en lys atmosfære i leiligheten. Her har du alt du trenger av butikker, kaféer, parker, treningsmuligheter og kollektivtilbud i umiddelbar nærhet. Nydelig bakgårdVarmtvann og fibernett inkl. i FKPeisovnSlipt gulv og nymalt i 2020Felles takterasse og vaskeriTo boder på totalt 12 kvmIngen dok.avgiftGrendehus med selskapslokale og overnattingssted ""Alt"" av bymessige tilbud i umiddelbar nærheten Tor. 11. mars 17:00 - 18:00 + Legg til i kalender Søn. 14. mars 11:30 - 12:30 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=202401410,202401410,NA,247067,8032,4655099,5586,Leilighet,Andel,2,62,62,1,1894,G-oransje,NA,67,NA,1084794,3,354,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
St. Hanshaugen,"Bergstien 8B, 0172 Oslo",3590000,Innbydende og moderne 2-roms selveier med fin planløsning og god standard - Attraktiv og sentral beliggenhet,"Bredbåndstilknytning, Garasje/P-plass, Kabel-TV, Rolig, Sentralt, Turterreng"," Tor. 11. mars 17:00 - 17:20 + Legg til i kalender Tor. 11. mars 17:20 - 17:40 + Legg til i kalender Tor. 11. mars 17:40 - 18:00 + Legg til i kalender Har du behov for privatvisning? Ta kontakt med megler på 469 30 878 eller v.myhre@nordvikbolig.no. Ta gjerne også kontakt hvis du trenger verdivurdering av egen bolig før visning. Visningspåmelding Velkommen til en stilren 2-roms selveierleilighet, beliggende i en rolig gate på populære St. Hanshaugen. Boligen er overflateoppusset i nyere tid og fremstår som tidsriktig med pene overflater. Meget delikat bad med opplegg for vaskemaskin og stilren innredning. Kjøkkenet er utstyrt med helintegrerte hvitevarer og den gode planløsningen gjør boligen enkel å innrede. Et perfekt førstegangskjøp hvor du kan flytte rett inn!Kort fortalt:- Stilren 2-roms med god planløsning - Delikat bad med opplegg for vaskemaskin (overflateoppusset i 2021)- Nytt gulv i alle rom i 2017 og overflater malt i 2019/20- Tidløst kjøkken fra 2017 med integrerte hvitevarer - Kabel-tv/Internett grunnpakke inkludert- St. Hanshaug-parken som nærmeste nabo- Parkeringsplass etter loddtrekning Tor. 11. mars 17:00 - 17:20 + Legg til i kalender Tor. 11. mars 17:20 - 17:40 + Legg til i kalender Tor. 11. mars 17:40 - 18:00 + Legg til i kalender Har du behov for privatvisning? Ta kontakt med megler på 469 30 878 eller v.myhre@nordvikbolig.no. Ta gjerne også kontakt hvis du trenger verdivurdering av egen bolig før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209993025,209993025,NA,157558,95012,3842570,2554,Leilighet,Eier(Selveier),1,39,39,1,1894,G-rød,NA,44,NA,891210,2,432,13319,NA,NA,NA,NA,NA,NA,NA,FALSE
Kalbakken,"Kalbakkveien 17, 0953 Oslo",4000000,"Romslig, attraktiv 4-roms i 10. etg med solrik innglasset balkong - Kjøkken 2017 - V.V & fyring inkl -Ingen forkjøpsrett","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Heis, Kabel-TV, Offentlig, vann/kloakk, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng","360° visning Tor. 11. mars 17:30 - 18:30 + Legg til i kalender Visningspåmelding Lekker 4-roms andelsleilighet i 10. etg med fantastisk utsikt. Leiligheten har 3 gode soverom, flott og solrik innglasset balkong, luftig og romslig stue med store vindusflater. Moderne godt utstyrt kjøkken med integrerte hvitevarer og god benk- og lagringsplass. Det er mulighet for plassering av langstrakt spisebord i kjøkkensonen. Baderommet er flislagt og oppusset i regi av borettslaget. Det er opplegg for vaskemaskin og tørketrommel. Entré med tilgang til praktisk innendørs bod med innfelte skyvedører.Beliggenheten er rolig og familievennlig med kort veil til Nordtvedt skole, barnehage, kollektiv, handel og vakre uteområder. - Varmtvann, fyring, kabel-TV og internett inkl. i felleskostnader- Mulighet for leie av p-plass/ garasje etter ansiennitet- Ingen forkjøpsrett- Heis Tor. 11. mars 17:30 - 18:30 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209957222,209957222,NA,77000,1164,4078164,5742,Leilighet,Andel,3,84,92,10,1961,C-lysegrønn,NA,100,NA,957400,4,90365,33284,NA,NA,NA,NA,NA,NA,NA,FALSE
Sjelden mulighet på Majorstuen,"Bogstadveien 36A/Vender mot rolig bakgård, 0366 Oslo",7290000,Stor og tilbaketrukket 2r toppleilighet m/13kvm sydvestvendt terrasse - Garasjeplass - Heis - Vender mot rolig bakhage,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Hage, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Turterreng, Lademulighet"," Ons. 10. mars 15:00 - 16:00 + Legg til i kalender Tor. 11. mars 16:30 - 17:30 + Legg til i kalender Visningspåmelding En stor, tilbaketrukket og lys 2r toppleilighet m/skjermet beliggenhet mot bakgård. Leiligheten ligger høyt og fritt i byggets 7. etg. m/heis, har en svært god planløsning og utgang fra stue til fantastisk terrasse på hele 13 kvm. Terrassen vender mot sydvest og har gode solforhold. Det medfølger en garasjeplass m/heisadkomst i kjeller. Innhold: entré, romslig omkledningsrom/walk-in, stort bad m/opplegg for vaskemaskin, usjenert soverom m/plass til dobbeltseng/stor garderobe og åpen stue/kjøkkenløsning m/adkomst til terrasse. I stuen er det god plass til sofagruppe og spisebord. Sjeldent god beliggenhet m/Bogstadveien rett utenfor døren, samtidig som hele leiligheten vender mot rolig bakhage. Høydepunkter:HeisGarasje Solrik terrasseKjøkken fra 2017Meny i 1. etasje - lettvint! Ons. 10. mars 15:00 - 16:00 + Legg til i kalender Tor. 11. mars 16:30 - 17:30 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209894696,209894696,NA,16164,183992,7490156,2644,Leilighet,Eier(Selveier),1,60,60,7,1986,NA,NA,67,NA,1235344,2,2337,11830,NA,NA,NA,NA,NA,NA,NA,FALSE
Rodeløkka,"Dælenenggata 16B, 0567 Oslo",4100000,"Pen og sjarmerende 2-roms toppleilighet med vestvendt balkong på 4 m² | Kabel-TV, internett, V.vann og fyring er inkl!","Takterrasse, Balkong/Terrasse, Bredbåndstilknytning, Fellesvaskeri, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Turterreng"," Tor. 11. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding DNB Eiendom v/Oliver Bruksås har gleden av å presentere Dælenenggata 16 B. Dette er en sjarmerende og lys 2- roms toppleilighet. Her får du indrefileten av leilighetene i området, på toppen av Rodeløkka. Fra stuen er det utgang til vestvendt balkong på 4 m² med svært gode solforhold. Utsikt over Oslofjorden og Holmenkollen. Leiligheten byr på klassiske detaljer, luftig takhøyde og god standard. På toppen av bygget finner du en helt fantastisk, felles takterrasse med 360 graders utsikt over Oslo. Her ser du blant annet Rodeløkkas trehusbebyggelse, Barcode og Oslofjorden. Terrassen har flere soner hvor du kan samle familie og venner. Her er det også gassgrill til felles bruk for beboerne. Leiligheten byr videre på en god planløsning!Her vil du trives - velkommen på visning! Per Oliver Bruksås Eiendomsmegler Mobil 911 18 798 Send melding Tor. 11. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209891457,209891457,NA,174000,1132,4275132,3511,Leilighet,Andel,1,49,49,5,1934,G-mørkegrønn,NA,54,NA,910875,2,1209,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Kvadraturen,"Kongens gate 10C, 0153 Oslo",5600000,Lys 3-roms i 4.etg fra 2014 med unik beliggenhet. Stille og rolig i pen bygård med takterrasse. Fyring og vv. inkl.,"Parkett, Rolig, Moderne, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Ons. 10. mars 1600 - 1700 + Legg til i kalender Vi i EIE eiendomsmegling ønsker trygge visninger og lavest mulig smitterisiko. Visningene våre er derfor kun åpne for dem som har forhåndsavtale med megler. Benytt påmelding til visning eller kontakt megler direkte for å avtale et tidspunkt innenfor annonserte visning. Se eiendommen i 3D eller book videovisning med megler! Vi har lagt til rette for at du kan se eiendommen i 3D nå! Klikk på ""SE EIENDOMMEN I 3D"" under kontaktinfo til megler, eller bruk denne linken: https://kongensgate10c.virtualvisning.no Visningspåmelding Dette er en delikat og moderne 3-roms fra 2014 med en unik beliggenhet midt i Oslo sentrum. Her har du Oslos pulserende bymiljø rett utenfor døren med alt du kan tenke deg av servicetilbud. Samtidig ligger boligen tilbaketrukket til i indre gårdsrom og oppleves som meget stille.Innvendig har boligen en nyere standard og oppleves som meget velholdt. Overflatene er holdt i lyse delikate farger. Det er parkett på gulv, lyst flislagt bad og hvit kjøkkeninnredning med integrerte hvitevarer. Bygården antas å være fra 1830/1850.Videre er det god lagringsplass i flere garderobeskap i entreen og et praktisk bod/kontor. I tillegg til ekstra lagringsmulighet i tørr og lys kjellerbod på ca. 5 kvm.Sameiet har en felles takterrasse en etasje opp fra leiligheten med gode solforhold og med sittegrupper. Ons. 10. mars 1600 - 1700 + Legg til i kalender Vi i EIE eiendomsmegling ønsker trygge visninger og lavest mulig smitterisiko. Visningene våre er derfor kun åpne for dem som har forhåndsavtale med megler. Benytt påmelding til visning eller kontakt megler direkte for å avtale et tidspunkt innenfor annonserte visning. Se eiendommen i 3D eller book videovisning med megler! Vi har lagt til rette for at du kan se eiendommen i 3D nå! Klikk på ""SE EIENDOMMEN I 3D"" under kontaktinfo til megler, eller bruk denne linken: https://kongensgate10c.virtualvisning.no Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=205783588,205783588,NA,7218,149190,5756408,3255,Leilighet,Eier(Selveier),2,58,58,4,1850,G-mørkegrønn,NA,61,NA,511273,NA,468,8942,NA,NA,NA,NA,NA,NA,NA,FALSE
,"Skovveien 18 B, 0257 Oslo",7590000,FROGNER: Eksklusiv og moderne 3-roms selveierleilighet. Balkong med gode solforhold! Oppusset 2019. Stukkatur og rosett.,"Barnevennlig, Balkong/Terrasse, Fiskemulighet, Offentlig, vann/kloakk, Parkett, Turterreng, Sentralt, Moderne, Rolig, Bademulighet","360° visning Lør. 6. mars 15:00 - 16:00 Velkommen til visning! + Legg til i kalender Søn. 7. mars 15:00 - 16:00 Velkommen til visning! + Legg til i kalender Visningspåmelding Dette er en klassisk selveierleilighet med svært ettertraktet beliggenhet i et av Frogners mest ærverdige områder. Leiligheten er flott utformet med store og luftige rom, og har vakre originale detaljer som stukkatur og rosett. Hjemmet har en flott plassering i bygårdens fjerde etasje, og inkluderer blant annet stue, kjøkken, to soverom og bad i tillegg til en herlig balkong med gode solforhold. Her kan man flytte rett inn!I 2019 ble leiligheten påkostet med bl.a. nye parkettgulv, malte overflater, oppusset baderom og flere el-tekniske oppgraderinger. Uttrykket er stilrent og moderne, og innredningen oppleves svært gjennomtenkt.Her vil du bo i en meget attraktiv del av Frogner, med nærhet til alt man trenger i hverdagen inkludert forretninger, offentlig transport, spisesteder og grønne rekreasjonsområder. Lør. 6. mars 15:00 - 16:00 Velkommen til visning! + Legg til i kalender Søn. 7. mars 15:00 - 16:00 Velkommen til visning! + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209894131,209894131,NA,106122,193777,7889899,3671,Leilighet,Eier(Selveier),2,68,68,4,1894,G-rød,NA,75,NA,1426658,3,610,5425,NA,NA,NA,NA,NA,NA,NA,FALSE
Frogner/Majorstuen,"Professor Dahls gate 1, 0355 Oslo",6900000,"Rålekker 3R med høy standard i rehabilitert bygård - Gjennomgående - Heis - Peis - Balkong - 3,1m takøyde - Rolig beligg","Balkong/Terrasse, Parkett, Heis, Rolig, Kabel-TV, Moderne, Sentralt, Offentlig, vann/kloakk, Vaktmester-/vektertjeneste, Bredbåndstilknytning"," Ons. 10. mars 1600 - 1700 + Legg til i kalender Tor. 11. mars 1830 - 1930 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding I sentrale omgivelser på Majorstuen har vi for salg en gjennomført 3-roms med meget god og fleksibel planløsning. Leiligheten ble pusset opp i 2019 og holder en gjennomgående moderne og høy standard. Her er det enkelt å se at det er lagt stor vekt på både praktisk utforming og estetikk.Her vil du bo i en rolig og enveiskjørt gate samtidig som du bor svært sentralt til med gangavstand til Majorstuens rike tilbud, flere parker og Oslo sentrum.HeisNytt kjøkkenLekkert baderomVaskeromSvalgangsbalkongBiopeis3.1m tahøydeRosetter og stukkaturStore vindusflaterGjennomgåendeFelles svalgang med sittegruppeBod i tørr kjellerVeldrevet sameie med god vedlikeholdshistorikkTa kontakt med megler for å avtale private visninger. Dette gjelder også i helger. Ons. 10. mars 1600 - 1700 + Legg til i kalender Tor. 11. mars 1830 - 1930 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209954892,209954892,NA,73209,185862,7159071,3231,Leilighet,Eier(Selveier),2,60,60,3,1884,D-rød,NA,66,Ja,1329176,3,1020,11637,NA,NA,NA,NA,NA,NA,NA,FALSE
,"Oscars gate 60, 0256 Oslo",29200000,KOMMER FOR SALG: Eksklusiv designleilighet med studio/hybel. Gjennomgående oppusset 2017. Balkong. High-end innredning.,"Barnevennlig, Balkong/Terrasse, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Turterreng, Sentralt, Bredbåndstilknytning, Moderne, Rolig, Bademulighet"," Ta kontakt for å avtale visning Visningspåmelding KOMMER FOR SALG: Klikk på ´VIsningpåmelding´for å registrere deg og motta ytterligere informasjon og invitasjon til visning. Dette er en eksklusiv high-end leilighet med unik innredning, særegent uttrykk og velvalgte designmaterialer av ypperste kvalitet. Hjemmet er nøye utformet, og er pent sammensatt med tidsmessige fargetoner og spesialtilpassede løsninger. Legg også merke til den ærverdige utsmykkingen i himlingen samt de ettertraktede kvalitetene som god takhøyde og flotte lysforhold.Leiligheten er innholdsrikt utformet med blant annet fire soverom, kjøkken med spiseplass, stue, bad med spa-avdeling og toalett, samt tilhørende studio/hybeldel med eget kjøkken og bad. Leiligheten inkluderer også en solrik balkong med herlig utsyn mot fasjonable Oscars gate! Leiligheten holder en svært høy standard og ble gjennomgående oppusset over en tre-års periode før den stod ferdig i 2017. Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208608640,208608640,NA,NA,731377,29931377,5208,Leilighet,Eier(Selveier),4,170,170,3,1910,G-mørkegrønn,NA,192,NA,2817228,5,985,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
TONSENHAGEN,"Kristine Bonnevies vei 2, 0592 Oslo",5000000,"Fantastisk beliggende 3-roms selveier med upåklagelig utsikt og solrik balkong. Høy standard, heis og garasjeplass*","Alpinanlegg, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Bademulighet, Turterreng, Lademulighet"," Ons. 10. mars 17:30 - 18:30 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Boligen ligger i et attraktivt, rolig og sentralt boligområde på populære Tonsenhagen/Årvoll med marka som nærmeste nabo.Bussforbindelser som går døgnet rundt og dagligvareforretning innen ti minutters gange fra boligen.Gangavstand og ski in/ski out til lysløyper på de beste vinterdager. Kun 3 minutters gangeKort vei til gode shoppingmuligheter på Storo Storsenter og Linderud senterStille og rolig beliggende med marka som nærmeste naboFellesutgifter inkluderer varmtvann og fyringSydvestvendt balkong med fantastisk utsikt og gode solforholdTilbaketrukket og usjenert beliggenhet i byggets 5. etasjeMeget gode kollektivforbindelser i umiddelbar nærhetPusset opp i regi av fagfolk i 2014Romslig heis. Enkelt adkomstMulighet for garasje Ons. 10. mars 17:30 - 18:30 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=209868354,209868354,NA,133321,129675,5262996,4707,Leilighet,Eier(Selveier),2,71,71,5,1959,G-mørkegrønn,NA,78,NA,957370,3,2885,54890,NA,NA,2014,NA,NA,NA,NA,FALSE
