location,address,price,title,facilities,description_text,ad_url,id,omkostninger,totalpris,felleskost_mnd,boligtype,eieform_bolig,soverom,primaerrom,bruksareal,byggear,energimerking,tomteareal,bruttoareal,boligselgerforsikring,fellesformue,formuesverdi,fellesgjeld,etasje,rom,festeavgift,kommunale_avg,num,grunnflate,renovert_ar,tomt,sikringsordning,utleiedel,new_building
St.hanshaugen,"Wessels gate 5, 0165 Oslo",9700000,"Nydelig 4-roms på 117 m2; ombygget og renovert 2016, høy standard, god romløsning, balkong, peis og tilbaketrukket!","Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Parkett, Peis/Ildsted, Sentralt"," Man. 1. mars 16:00 - 17:00 + Legg til i kalender Tir. 2. mars 17:00 - 18:00 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding Wessels gate 5 er en stilsikker og riktig så innbydende 4-roms på hele 117 m2. Etter ombygging og renovering i 2016 er dette et hjem med høy standard, god trivselsfaktor og masse sjarm. Flytt rett inn!-God, velfungerende planløsning med tre gode soverom-Totalenovert i 2016; nye gulv, nye overflater, nytt kjøkken, oppgradering av bad, ny balkong, ny peis, oppgradering av el. anlegg.-Mange store og høyreiste vinduer, gjennomgående lys-Luftige rom, takhøyde på hele 276 cm og store vindusflater-Tilbaketrukket med soverom mot et lite traffikkert gatetun, stue og kjøkken mot bakgård-Veldrevet gård med høy trivselfaktor, godt naboskap og frodig bakgård-Sentralt og nær alt , omtrent midt i byen - men i rolig kvartal med mange barnefamilier-Mye lagringsplass med to boder av god størrelse. Man. 1. mars 16:00 - 17:00 + Legg til i kalender Tir. 2. mars 17:00 - 18:00 + Legg til i kalender Sammen skal vi sikre trygge visninger. Kontakt megler i forkant av visning på e post, telefon/SMS eller knappen under, ""visningspåmelding"" for å avtale ditt oppmøtetidspunkt. Husk også å lese salgsoppgave før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208203661,208203661,8032,9708032,4640,Leilighet,Andel,3,117,117,1892,G-oransje,580,135,NA,26100,2141649,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Grünerløkka,"Steenstrups gate 23A, 0554 Oslo",6700000,Unik mulighet! 4-roms hjørneleil. oppussingsobjekt i klassisk gård |Balkong | Stukkatur & rosett | Attraktiv beliggenhet,"Takterrasse, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Peis/Ildsted, Rolig, Sentralt, Vaktmester-/vektertjeneste"," Ons. 24. februar 17:00 - 18:00 + Legg til i kalender Tor. 25. februar 15:30 - 16:30 + Legg til i kalender HUSK Å MELD DEG PÅ VISNING! Tiltak vedr. Covid-19 virus: Om du ønsker å delta på visning skal du melde deg på visning via lenken visningspåmelding i annonsen eller gi beskjed i forkant til eiendomsmegler. Dette for å sørge for en trygg gjennomføring. Vi tilbyr også privatvisninger for de som ønsker det. Kontakt megler - Ingvild Skaranger på tlf. 90 65 50 40. Visningspåmelding Velkommen til denne 4-roms leiligheten med stort potensiale! Steenstrups gate 23A er en mulighet av de sjeldne. Beliggende i en skjermet og lite trafikkert gate, byr denne leiligheten på 90 kvm med masse potensiale! Boligen fremstår som et oppussingsobjekt, men kan skilte med 3 gode soverom, stort kjøkken med utgang til en herlig balkong, stor og lys stue med pipeløp samt stort baderom. Samtlige rom har originale detaljer som stukkatur og rosett, samt god takhøyde og atmosfære som må oppleves! Her kan du skape ditt drømmehjem på en av Grünerløkkas beste plasseringer. Høydepunkt:* Stort potensial - skap ditt drømmehjem! * Hjørneleilighet - masse lys!* Klassisk gård* Stukkatur og rosett* Herlig balkong* 3 soverom* Pipeløp i stue * Felles takterrasse * Attraktiv beliggenhet! Ons. 24. februar 17:00 - 18:00 + Legg til i kalender Tor. 25. februar 15:30 - 16:30 + Legg til i kalender HUSK Å MELD DEG PÅ VISNING! Tiltak vedr. Covid-19 virus: Om du ønsker å delta på visning skal du melde deg på visning via lenken visningspåmelding i annonsen eller gi beskjed i forkant til eiendomsmegler. Dette for å sørge for en trygg gjennomføring. Vi tilbyr også privatvisninger for de som ønsker det. Kontakt megler - Ingvild Skaranger på tlf. 90 65 50 40. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208303923,208303923,1164,6886164,5098,Leilighet,Andel,3,90,90,1898,G-rød,540,100,NA,34171,1406976,185000,3,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Rosenhoff,"Strømstadgata 10, 0569 Oslo",3200000,Rosenhoff: Flott 2-roms med nyere standard (2014). Meget bra planløsning. God takhøyde og dype karmer. Idyllisk bakgård,"Barnevennlig, Bredbåndstilknytning, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Vaktmester-/vektertjeneste, Turterreng"," Tor. 25. februar 17:00 - 18:00 + Legg til i kalender Tor. 25. februar 16:00 - 17:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset gjennomføres visningen individuelt. Meld deg på visning vha lenken Visningspåmelding eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding En pen og innholdsrik 2-roms i høy 2 etg. Leiligheten fremstår som lys og trivelig. Den har en arealeffektiv planløsning og gode dagslysforhold. Leiligheten gjennomgikk omfattende oppussing og ombygging i 2014 i regi av forrige eier.Kvaliteter:- Bad nytt i 2014- Kjøkken nytt i 2014- Smarte løsninger som plassbygget kjøkken og garderober. - Skjult opplegg for vaskemaskin på kjøkken- God plass til dobbeltseng på soverom- Godt med oppbevaringsmuligheter- Meget høy 2 etasje - Ny dørcalling 2020- Ny fasade 2020- Loftsbod på 4 kvm og kjellerbod på 6 kvm- Fellesvaskeri- Idyllisk bakgård- Kort vei til kollektivtransport, parker, butikker og blant annet Grünerløkka- Det er sentralt, men likevel roligFlytt rett inn i et godt driftet borettslag på Rosenhoff. Tor. 25. februar 17:00 - 18:00 + Legg til i kalender Tor. 25. februar 16:00 - 17:00 + Legg til i kalender Vi ønsker trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset gjennomføres visningen individuelt. Meld deg på visning vha lenken Visningspåmelding eller kontakt meg på tlf. eller e-post for å avtale tidspunkt. Er du i risikogruppe eller faller innenfor Helsedirektorates krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208351459,208351459,15482,3422303,3164,Leilighet,Andel,1,32,32,1922,F-rød,7702,36,NA,17511,663816,206821,2,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ST.HANSHAUGEN,"Bjerregaards gate 29D, 0172 Oslo",7690000,"Lys, gjennomgående og romslig 4 roms i 4. etg. - Peis - HTH-kjøkken - Felles takterrasser - Sentralt og barnevennlig!","Takterrasse, Barnevennlig, Bredbåndstilknytning, Hage, Husdyr, tillatt, Kabel-TV, Offentlig, vann/kloakk, Parkett, Peis/Ildsted, Rolig, Sentralt"," Søn. 28. februar 13:00 - 14:00 + Legg til i kalender Man. 1. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding: Dersom du planlegger å delta på annonsert visning, klikk på ""visningspåmelding"" for å avtale tidspunkt. PS: Vi har munnbindpåbud for alle deltakere på våre visninger. Kontakt megler på tlf: 926 33 165 for mer informasjon. Visningspåmelding Nordvik v/ Morten Hannestad har gleden av å presentere Bjerregaards gate 29D! Her finner man en romslig og lekker 4-roms selveierleilighet, rolig beliggende midt på St. Hanshaugen. Boligen består av et lekkert kjøkken med peisovn og plass til stor spisestue, stue, tre soverom, flislagt baderom, separat wc og en hyggelig entré. Leiligheten holder en gjennomgående god standard. Ingen oppussing nødvendig, flytt rett inn! Kort fortalt:- Originale tregulv- Moderne HTH kjøkken- Delikat, flislagt baderom- Separat WC- Tre store soverom- Velfungerende peis- Eget garderoberom og innvendig bod- Veldrevet og populært sameie- Herlig og barnevennlig bakgård- Felles takterrasse- Sogner til Ila Barneskole og Fagerborg UngdomsskoleVelkommen! Søn. 28. februar 13:00 - 14:00 + Legg til i kalender Man. 1. mars 17:00 - 18:00 + Legg til i kalender Visningspåmelding: Dersom du planlegger å delta på annonsert visning, klikk på ""visningspåmelding"" for å avtale tidspunkt. PS: Vi har munnbindpåbud for alle deltakere på våre visninger. Kontakt megler på tlf: 926 33 165 for mer informasjon. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208394653,208394653,202312,7909887,5071,Leilighet,Eier(Selveier),3,101,103,1932,E-rød,4209,115,NA,14536,1667548,17575,4,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Stovner,"Tante Ulrikkes vei 48A, 0984 Oslo",2900000,Lys 3-roms andelsbolig - Heis - Innglasset balkong - Vv inkl - Garasjeplass - Moderniseringsbehov,"Aircondition, Alarm, Alpinanlegg, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Garasje/P-plass, Golfbane, Hage, Heis, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Bademulighet, Fiskemulighet, Lademulighet"," Søn. 21. februar 14:00 - 15:00 + Legg til i kalender Tir. 23. februar 17:30 - 18:30 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding EiendomsMegler1 v/ Ramin Oddin har gleden av å presentere Tante Ulrikkes vei 48 a!En lys 3-roms leilighet i blokkens 2. etasje. Leiligheten har god planløsning med entré med god oppbevaringsplass, kjøkken med eldre innredning, flislagt bad av eldre årgang. Det er to gode soverom med garderobeløsninger, samt en romslig stue med innglasset balkong.Meget barnevennlig område med kort vei til barnehager og skoler. Det er gangavstand til Stovner senter med bredt tilbud av nasjonale og internasjonale kafeer, restauranter, forretninger og servicetilbud. Kort vei til offentlige kommunikasjon. Kombinasjonen av fredelige, grønne omgivelser i et samtidig sentralt bomiljø gjør dette til en svært attraktiv bolig. Velkommen til trygg og hyggelig visning! Søn. 21. februar 14:00 - 15:00 + Legg til i kalender Tir. 23. februar 17:30 - 18:30 + Legg til i kalender Vi må vite på forhånd om du kommer på visning og ber deg ta kontakt for avtale om visning på angitt dag. Dette gjør vi for å unngå spredning av smitte ved at for mange er på visningen samtidig. Visninger hvor det ikke er påmeldte på forhånd vil ikke bli avholdt. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208379436,208379436,8658,3146664,4930,Leilighet,Andel,2,71,80,1970,F-rød,47241,89,NA,9484,782204,238006,2,3,511660,NA,NA,NA,NA,NA,NA,NA,FALSE
,"Vidarsgate 13B, inngang fra Brageveien, 0452 Oslo",6300000,Spennende 3-roms gjennomgående leilighet med moderniseringsbehov. Beliggende fint til i høy 1.etasje i rolig sidegate.,"Barnevennlig, Bredbåndstilknytning, Kabel-TV, Offentlig, vann/kloakk, Rolig, Sentralt"," Tir. 23. februar 17:00 - 18:00 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding Velkommen til Vidarsgate 13 B!En hyggelig 3-roms leilighet med stort potensial. Leiligheten ligger flott til i Vidars gate med store vinduer som gir godt med lys. Gjennomgående planløsning. I bakgården er det felles terrasse med sol på dagtid.Leiligheten er ikke pusset opp siden badene ble tatt på 90-tallet, men det er originale tregulv i flere rom, og god takhøyde.Vidars gate er en rolig enveiskjørt sidegate og leiligheten ligger usjenert til i høy 1.etasje. Tir. 23. februar 17:00 - 18:00 + Legg til i kalender Kontakt megler via linken VISNINGSPÅMELDING for å avtale tidspunkt for din visning. Det vil ikke bli avholdt visning uten påmelding, og vi må vite hvor mange du kommer i følge med. Husk å bruke munnbind, samt å lese salgsoppgaven digitalt før visning. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208393094,208393094,12575,6378263,4581,Leilighet,Aksje,2,78,78,1931,G-mørkegrønn,542,87,NA,12492,1595099,65688,1,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
I hjertet av Frogner,"Gabels gate 47, 0262 Oslo",2950000,Kvadratsmart og nymalt eierleilighet m/sovealkove i høy 1.etg. Hele leil. vender mot rolig bakgård. Fyring og VV inkl.,"Rolig, Sentralt"," Tir. 23. februar 11:30 - 12:30 + Legg til i kalender Ons. 24. februar 17:00 - 18:00 + Legg til i kalender Visningspåmelding Velkommen til Gabels gate 47! En kvadratsmart og nymalt selveierleilighet med sovealkove beliggende i høy 1.etg vendt i sin helhet mot rolig bakgård. Boligen har en fin planløsning og holder en moderne standard. Leiligheten ligger fantastisk til i hjertet av Frogner, men likevel tilbaketrukket til i rolige omgivelser. Kort avstand til så og si alt av service tilbud og kollektiv transport som tar deg i alle byens retninger.Dette er virkelig et perfekt førstegangskjøp eller utleieobjekt med lave månedlige kostnader hvorav kabel-tv og internett, varmtvann og fyring er inkl. i felleskostnadene!Velkommen til visning! Tir. 23. februar 11:30 - 12:30 + Legg til i kalender Ons. 24. februar 17:00 - 18:00 + Legg til i kalender Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208408366,208408366,76392,3078898,2434,Leilighet,Eier(Selveier),0,24,24,1939,G-lysegrønn,521,26,NA,10283,630986,52506,1,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
,"Westye Egebergs gate 4B, 0177 Oslo",3550000,ST. HANSHAUGEN - Lys og attraktiv selveier med en av Oslos beste utsikter. Felles takterrasse. Heis. V.vann/fyring inkl,"Heis, Ingen, gjenboere, Rolig, Sentralt, Offentlig, vann/kloakk, Utsikt, Fellesvaskeri","360° visning Søn. 21. februar 1400 - 1500 + Legg til i kalender Tir. 23. februar 1700 - 1800 + Legg til i kalender Vi gjennomfører trygge visninger. Husk å melde deg på. Visningspåmelding Er du på utkikk etter en supersentral leilighet, men samtidig er opptatt av mye lys, en fantastisk utsikt og et koselig nabolag? Denne unike kombinasjonen finner du i 6.etg av Westye Egebergs gate 4B beliggende på attraktive Egebergløkka mellom St.Hanshaugen og Fredensborg.Leiligheten holder en god standard og har en av Oslos aller flotteste utsikter og takterrasser (felles). Her befinner du deg på en høyde midt i sentrum og har panoramautsikt over hele Oslo by - det perfekte sted å ta en pause fra byens kjas og mas. Det finnes mange takterrasser i Oslo, men det er få som kan måle seg med denne.Verdt å nevne:Praktfull utsikt6.etgHeisGod standardFelles takterrassePent bad 2010Varmtvann og fyring inklFellesvaskeri2 kjellerboder + bod på takterrasseVelkommen på visning. Husk å melde deg på! Søn. 21. februar 1400 - 1500 + Legg til i kalender Tir. 23. februar 1700 - 1800 + Legg til i kalender Vi gjennomfører trygge visninger. Husk å melde deg på. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208420611,208420611,97770,3879100,3358,Leilighet,Eier(Selveier),NA,35,35,1936,F-mørkegrønn,2104,39,NA,25912,807080,231330,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
,"Lindebergåsen 50A, 1068 Oslo",2750000,"Lys og pen 2-roms med stor innglasset balkong og fin beliggenhet like ved Østmarka! Heis i bygget, varmtvann inkludert!","Alpinanlegg, Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Heis, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Sentralt, Utsikt, Vaktmester-/vektertjeneste, Fiskemulighet, Turterreng"," Ons. 24. februar 17:00 - 18:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding Leiligheten ligger fint til i Furua borettslag, på grensen til Østmarka på Lindeberg i Oslo. Her har du milevils med turveier og skiløyper like utenfor døren, og samtidig kort gangavstand til nærbutikker, buss og t-bane ved Lindeberg nærsenter. Boligen holder en normalt fin standard, med lyse, pene overflater i alle rom. Badet har flislagte gulv og vegger, dusjhjørne med svingbare glassvegger og pen innredning. Kjøkkenet er velutstyrt, med både komfyr, kjøl/fryseskap og oppvaskmaskin. På soverommet er det god plass til dobbeltseng, og det er også tilgang til en praktisk innvendig bod. Fra stuen er det tilgang til en ny, innglasset balkong. Denne ligger vendt mot vest og har flotte solforhold ettermiddag og kveld. Kristian Karlsen Eiendomsmegler/Fagansvarlig Telefon 959 34 248 Mobil 959 34 248 Send melding Ons. 24. februar 17:00 - 18:00 + Legg til i kalender I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208409991,208409991,8582,3272567,3472,Leilighet,Andel,1,42,54,1977,E-rød,16472,NA,NA,75606,592809,513985,2,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Klemetsrud / Liåsen,"Øverliveien 73, 1290 Oslo",6800000,"Lekker, nyere (2012) kjedet enebolig m/flott utsikt | Hybel i u.etg (kr 13.000 pr mnd) | Umiddelbar nærhet til Østmarka","Balkong/Terrasse, Peis/Ildsted, Barnevennlig, Rolig, Kabel-TV, Moderne, Garasje/P-plass, Turterreng, Offentlig, vann/kloakk, Utsikt, Bredbåndstilknytning","Søn. 21. februar 1400 - 1500 + Legg til i kalender Man. 22. februar 1800 - 1900 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Lekker, nyere (2012) kjedet enebolig over 3 plan med flott beliggenhet i naturskjønne omgivelser på Liåsen. Boligen har en av områdets beste beliggenheter innerst i en blindvei nesten øverst på feltet. Boligen er over 3 plan og har en innholdsrik planløsning som enkelt kan tilpasses livssituasjon/behov. Selger har i sin botid leid ut u.etasjen for kr 13.000,- pr. mnd, men leieforholdet er avsluttet ifm. salg. Inneholder bl.a. 2 stuer/kjøkken, 5 soverom og 2 bad/wc. Nytt (2019) kjøkken fra Kvik m/integrerte hvitevarer.Stue med bl.a. peis, fransk balkong og flott utsikt.Carport med ladestasjon for el-bil.Ca. 40 m² terrasse utenfor 1.etasje.Ca. 30 m² terrasse utenfor u.etasje.Balansert ventilasjon med varmegjenvinner.Moderne rørsystem (rør-i-rør).Moderne elektrisk anlegg. Søn. 21. februar 1400 - 1500 + Legg til i kalender Man. 22. februar 1800 - 1900 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208412368,208412368,185670,6985670,NA,Enebolig,Eier(Selveier),5,135,135,2012,C-oransje,962,155,Ja,NA,1427908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
,"Øverliveien 30 A, 1290 Oslo",4500000,Klemetsrud/Liåsen- Særdeles arealeffektiv og lekker rekkehusleilighet | 3 soverom | Garasje | Utsikt | Nærhet til marka,"Balkong/Terrasse, Barnevennlig, Garasje/P-plass, Kabel-TV, Rolig, Utsikt, Turterreng"," Ta kontakt for å avtale visning Visningspåmelding Ismail Amrani fra DNB Eiendom har gleden av å presentere Øverliveien 30A.Dette er virkelig en tiltalende bolig med beliggenhet i flotte omgivelser i kanten av Østmarka. Rekkehusleiligheten har en særdeles innholdsrik og praktisk planløsning. Noe som gjør dette til en perfekt familiebolig med mye lagringsplass, gode innredningsalternativer, store vindusflater og to verandaer med nydelig utsikt for å nevne noe. Boligens innvendige overflater og sammensetning av materialvalg gjør at denne skiller seg ut. Her får du en delikat og nyere 4-roms med kort vei til marka og sentrum.Flott kjøkken med delvis åpen stue-/kjøkkenløsning, plass til spisegruppe og store vindusflater som sørger for gode lysforhold. Videre får du WC, dusjbad, vaskerom, 3 soverom, 2 verandaer, garasje m.bod Ismail Amrani Eiendomsmegler Mobil 469 20 607 Send melding Ta kontakt for å avtale visning Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=189522565,189522565,116092,4616092,800,Leilighet,Eier(Selveier),3,98,104,2014,NA,1221,117,NA,NA,1139370,NA,2,4,NA,12788,NA,NA,NA,NA,NA,NA,FALSE
KARIHAUGEN/ELLINGSRUD,"Harald Sohlbergs vei 16, 1064 Oslo",2950000,Oppussingsobjekt! 3(4)-roms leilighet|Innglasset balkong m/ gode solforhold|Garasjeplass|Barnevennlig|Nær buss og T-bane,"Balkong/Terrasse, Barnevennlig, Bredbåndstilknytning, Fellesvaskeri, Garasje/P-plass, Husdyr, tillatt, Ingen, gjenboere, Kabel-TV, Offentlig, vann/kloakk, Parkett, Rolig, Utsikt, Vaktmester-/vektertjeneste, Turterreng, Lademulighet"," Ons. 24. februar 17:00 - 18:00 + Legg til i kalender Tor. 25. februar 17:00 - 18:00 + Legg til i kalender Kontakt Eiendomsmeglerfullmektig Awet Tella (984 48 506) for visning! I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding DNB Eiendom v/ Awet Tella har gleden av å presentere et oppussingsobjekt med stort potensiale. Her kan du virkelig skape ditt drømmehjem! Leiligheten ligger i 4.etasje med adkomst via trapp fra gateplan og består av entré, bad, kjøkken, 2 soverom, stue og innglasset balkong. I tillegg disponerer leiligheten to boder - en kjellerbod og en bod i samme etasje.Leiligheten har en fin og attraktiv beliggenhet i et veletablert og populært boligområde på Karihaugen i Oslo kommune. Buss og T-bane ligger i umiddelbar nærhet og du har det meste av daglige fasiliteter og servicetilbud i kort avstand fra leiligheten. Det er kort vei til skoler og barnehager. Boligen er perfekt for deg som ser muligheter og ønsker å sette ditt preg på det som kan bli drømmeboligen. Velkommen til hyggelig visning! Awet Tella Eiendomsmeglerfullmektig Mobil 984 48 506 Send melding Ons. 24. februar 17:00 - 18:00 + Legg til i kalender Tor. 25. februar 17:00 - 18:00 + Legg til i kalender Kontakt Eiendomsmeglerfullmektig Awet Tella (984 48 506) for visning! I DNB Eiendom ønsker vi trygge visninger og minst mulig smitterisiko. For å hindre spredning av koronaviruset holdes visningene kun åpne for dem som har forhåndsavtale. Kontakt meg på tlf. eller e-post for å avtale tidspunkt som passer for deg innenfor annonserte tidsperiode. Er du i risikogruppe eller faller innenfor Helsedirektoratets krav om karantene, gi meg beskjed før vi avtaler visningstidspunkt Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208269403,208269403,8626,3176626,3809,Leilighet,Andel,2,72,82,1971,G-rød,19497,90,NA,12188,878213,218000,4,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GRÜNERLØKKA,"Conradis gate 1A, 0559 Oslo",3900000,"Klassisk, selveiet 2-roms hjørneleilighet. Stukkatur, rosett, teglstein og originale tregulv. 2,8 meter takhøyde!","Rolig, Kabel-TV, Moderne, Sentralt, Turterreng, Offentlig, vann/kloakk, Bredbåndstilknytning"," Tor. 25. februar 1200 - 1300 + Legg til i kalender Tor. 25. februar 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding Velholdt og pen 2-roms hjørneleilighet i bygård fra 1900. Boligen har en praktisk og effektiv planløsning med stor hjørnestue, og kjøkken på eget rom. God takhøyde (2,8m) i kombinasjon med store vindusflater gir rikelig med naturlig lys. Stukkatur, rosett, originale tregulv og teglstein gir leiligheten et elegant, sjarmerende og klassisk preg.Sentral, men tilbaketrukket beliggenhet like ved Rathkes plass på Grünerløkka. Flere parkanlegg i umiddelbar nærhet. Kort vei til et rikt utvalg kaféer, restauranter, butikker og barer.Kort fortalt:Selveier.Klassiske detaljer - Stukkatur, rosett, originale tregulv og teglstein.Store vindusflater.2,8m takhøyde.Velholdt med god standard.Nymalt 2020.Kjøkken fra 2012/15.Bad fra 2012.Velkommen til visning! Tor. 25. februar 1200 - 1300 + Legg til i kalender Tor. 25. februar 1630 - 1730 + Legg til i kalender Alle våre visninger har påmelding. Det er enkelt å melde seg på, med eventuelt følge, og du kan like enkelt melde deg av. For å skape trygghet, gjør vi omfattende tilrettelegging for å minimere smittefare på alle våre visninger. Vi ønsker deg hjertelig velkommen til visning, men vi minner om at vi ikke håndhilser og vi holder minimum 1 meter avstand. Kontakt gjerne megler i forkant av visningen dersom du har spørsmål. Visningspåmelding",https://www.finn.no/realestate/homes/ad.html?finnkode=208403969,208403969,110770,4079728,3203,Leilighet,Eier(Selveier),1,40,40,1900,G-rød,494,45,Ja,5392,868026,68958,3,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
